CustomerID,FirstName,LastName,Email,Phone,City,State,Country,SignupDate,LoyaltyPoints
CUST00030,Samuel,,samuel.lang@example.com,+918032120076,Delhi,,india,2025-08-01,
CUST00031,Jessica,Ford,jessica.ford@example.com,+918605825267,Bangalore,West Bengal,,13/05/2025,3546
CUST00032,Christopher,Mccormick,christopher.mccormickexample.com,+916329490526,Mumbai,Delhi,INDIA,,244
CUST00033,George,Garcia,george.garcia@example.com,+917746478761,Chennai,Karnataka,india,2022-03-16,
CUST00034,,Smith,richard.smith@example.com,+916160750507,Mumbai,Telangana,INDIA,,
CUST00035,Rebecca,Burnett,rebecca.burnett@example.com,+919830554001,Kolkata,Telangana,india,,305
CUST00036,Vernon,Johnson,vernon.johnson@example.com,+916451033650,Chennai,Karnataka,India,23/06/2024,2317
CUST00037,Jason,Baker,jason.baker@example.com,+919794239451,Kolkata,Telangana,INDIA,29/10/2020,
CUST00038,Edwin,Yang,edwin.yang@example.com,+916127570410,Chennai,Delhi,india,07/10/2023,
CUST00039,Eric,Moore,eric.moore@example.com,+918891025663,Mumbai,Maharashtra,INDIA,2022-09-05,4149
CUST00040,Amanda,Stevens,amanda.stevensexample.com,+919157262601,,Delhi,INDIA,2021-05-03,2392
CUST00041,Rachel,Rodriguez,rachel.rodriguez@example.com,+918633163351,Pune,Delhi,india,,
CUST00042,Andrea,Bullock,andrea.bullock@example.com,+919147084275,Hyderabad,Karnataka,INDIA,29/03/2024,
CUST00043,Adam,Estrada,adam.estrada@example.com,+917723234663,Mumbai,Tamil Nadu,India,21/11/2024,
CUST00044,Christina,Gonzalez,christina.gonzalez@example.com,+916285427401,Kolkata,Karnataka,INDIA,19/07/2025,
CUST00045,Kevin,Lindsey,kevin.lindsey@example.com,+917762078625,,Delhi,india,09/05/2022,
CUST00046,Brandi,May,brandi.may@example.com,+917910291791,Kolkata,West Bengal,,2021-02-05,
CUST00047,Jason,Stephens,jason.stephens@example.com,+916539087673,Bangalore,West Bengal,,,
CUST00048,Meghan,Patterson,meghan.patterson@example.com,+917189418175,Delhi,Karnataka,India,,
CUST00049,Edward,Palmer,edward.palmer@example.com,+916266875221,Hyderabad,Karnataka,india,2023-11-16,
CUST00050,Marvin,Cooper,marvin.cooper@example.com,+919537346564,Pune,West Bengal,india,2023-01-18,
CUST00051,Kristin,Smith,kristin.smith@example.com,+916305357551,Delhi,West Bengal,India,2020-09-12,
CUST00052,Kyle,Stone,kyle.stone@example.com,+918013774697,Hyderabad,Telangana,,2022-01-07,2977
CUST00053,Eric,Cox,eric.cox@example.com,+916291593611,Bangalore,Tamil Nadu,INDIA,,967
CUST00054,Sarah,Barron,sarah.barron@example.com,+919059859039,Hyderabad,Tamil Nadu,india,,3907
CUST00055,Kyle,Fuller,kyle.fuller@example.com,+916829610099,Kolkata,Karnataka,India,,
CUST00056,Deborah,Pope,deborah.pope@example.com,+916101535431,Mumbai,Telangana,India,2025-03-27,905
CUST00057,Yolanda,Williams,yolanda.williams@example.com ,+916075898418,Mumbai,Maharashtra,india,14/01/2024,
CUST00058,Spencer,James,spencer.james@example.com,+918835570386,Chennai,Maharashtra,INDIA,19/09/2024,
CUST00059,Mark,James,mark.james@example.com ,+919660159729,Pune,West Bengal,India,,
CUST00060,Ruth,Bowen,ruth.bowen@example.com,+919030995657,Pune,Tamil Nadu,India,,
CUST00061,Clayton,Alexander,clayton.alexander@example.com,+919819319430,Hyderabad,,,,
CUST00062,Christopher,Steele,christopher.steele@example.com,+918746057306,Delhi,Delhi,India,2021-05-06,
CUST00063,Gary,Harvey,gary.harvey@example.com,+919604049639,Chennai,Telangana,INDIA,,
CUST00064,Mike,Mcknight,mike.mcknight@example.com,+918126146149,,Delhi,india,,2960
CUST00065,Victor,,victor.davis@example.com ,+919451537202,Pune,West Bengal,India,,
CUST00066,Lindsey,Coleman,lindsey.coleman@example.com ,+918336290858,Kolkata,,India,2023-09-16,4059
CUST00067,Bianca,Holmes,bianca.holmes@example.com,+918748136218,Hyderabad,Karnataka,india,,4671
CUST00068,Robert,Graves,robert.graves@example.com,+917523080230,Kolkata,Tamil Nadu,india,,
CUST00069,Alexis,Ibarra,alexis.ibarra@example.com,+917186644242,,Karnataka,INDIA,2020-09-16,4632
CUST00070,Drew,Malone,drew.maloneexample.com,+919070732384,Delhi,Telangana,india,,
CUST00071,Darrell,Henderson,darrell.henderson@example.com,+916222465277,Delhi,West Bengal,INDIA,2020-08-28,897
CUST00072,Larry,Stewart,larry.stewart@example.com,+916028399742,Delhi,,INDIA,,
CUST00073,Leslie,Anderson,leslie.anderson@example.com,+916003967943,Bangalore,Tamil Nadu,India,2024-03-15,985
CUST00074,Natalie,Solis,natalie.solis@example.com,+918372435276,,Telangana,,,3786
CUST00075,James,Zhang,james.zhang@example.com,+919289927640,Mumbai,West Bengal,India,30/09/2021,
CUST00076,Amber,Ramsey,amber.ramsey@example.com,+917135730475,Chennai,West Bengal,india,21/10/2022,
CUST00077,Paul,Washington,paul.washington@example.com,+917176429451,Pune,West Bengal,INDIA,11/10/2020,1774
CUST00078,Brittany,Thompson,brittany.thompson@example.com,+917139817850,,Delhi,india,,
CUST00079,Mandy,Frey,mandy.freyexample.com,+918171678936,Chennai,Karnataka,India,,
CUST00080,Adam,Davis,adam.davis@example.com,+919272871291,Chennai,,INDIA,27/01/2021,
CUST00081,Scott,Bell,scott.bell@example.com,+918245186410,Bangalore,Karnataka,INDIA,,
CUST00082,Jerry,Carson,jerry.carson@example.com,+917108476228,Chennai,Telangana,INDIA,02/07/2022,
CUST00083,Alicia,Lindsey,alicia.lindseyexample.com,+917215408612,Delhi,Tamil Nadu,india,01/07/2025,
CUST00084,Ashley,Floyd,ashley.floyd@example.com,,Bangalore,Karnataka,INDIA,2021-09-06,
CUST00085,Mary,Barton,mary.barton@example.com,+917872672765,Chennai,Maharashtra,India,,
CUST00086,Brandon,Ortiz,brandon.ortiz@example.com,+919111068132,Bangalore,Karnataka,India,2023-04-26,
CUST00087,Larry,Clay,larry.clay@example.com,+916239145613,Delhi,Maharashtra,INDIA,2023-03-20,771
CUST00088,Jerry,Bell,jerry.bell@example.com,+916823169911,Delhi,Maharashtra,india,2025-03-27,
CUST00089,David,Mccall,david.mccall@example.com,+916704315224,Kolkata,Delhi,,2022-09-04,2886
CUST00090,Nicole,Miller,nicole.miller@example.com,+917797213070,Bangalore,Telangana,India,24/03/2022,
CUST00091,James,Jackson,james.jackson@example.com,+916453376929,Bangalore,Karnataka,,28/11/2021,
CUST00092,Robert,Arroyo,robert.arroyo@example.com,+919064815798,Pune,,India,18/10/2024,592
CUST00093,Erin,Zhang,erin.zhang@example.com,+916452488374,Pune,,,26/09/2022,
CUST00094,Todd,Cummings,todd.cummings@example.com,+917055281444,,West Bengal,INDIA,2022-01-12,
CUST00095,William,Reed,william.reed@example.com,+918342692614,,Maharashtra,India,2022-08-07,
CUST00096,Rebekah,Hill,rebekah.hill@example.com,+916085585465,Hyderabad,Delhi,India,2024-12-08,
CUST00097,Jessica,Lewis,jessica.lewis@example.com,+919809897292,Chennai,Karnataka,INDIA,2023-11-15,
CUST00098,Elizabeth,Leblanc,elizabeth.leblanc@example.com,+916486030578,Bangalore,Tamil Nadu,,2020-09-21,
CUST00099,Brian,Spears,brian.spears@example.com,+916337727002,Bangalore,Maharashtra,India,2020-11-06,
CUST00100,Courtney,Schroeder,courtney.schroeder@example.com,+919948556530,Mumbai,,,,2067
CUST00101,Hannah,Marquez,hannah.marquez@example.com,+919282899857,Mumbai,West Bengal,india,19/05/2024,
CUST00102,Trevor,Roman,trevor.roman@example.com,+918238787563,,Maharashtra,INDIA,04/10/2023,
CUST00103,Christy,Burke,christy.burke@example.com,+916666259226,Bangalore,West Bengal,INDIA,28/12/2022,272
CUST00104,Kelly,Riley,kelly.riley@example.com,+918790018029,Mumbai,Maharashtra,INDIA,,
CUST00105,Heather,Turner,heather.turner@example.com,+917888340126,Mumbai,,india,2024-05-19,2180
CUST00106,Jennifer,Wood,jennifer.woodexample.com,+919645089971,Mumbai,Telangana,,2020-09-19,
CUST00107,Karen,Joseph,karen.joseph@example.com,+919433834192,Mumbai,West Bengal,india,,1215
CUST00108,Kathleen,Fisher,kathleen.fisher@example.com,+918110154818,Hyderabad,Karnataka,India,2025-07-09,
CUST00109,Marcia,Hayes,marcia.hayes@example.com,+918746533919,Hyderabad,West Bengal,India,2021-10-27,
CUST00110,Michelle,Farmer,michelle.farmer@example.com,+918999340638,Chennai,Tamil Nadu,india,01/10/2020,2190
CUST00111,Crystal,Lopez,crystal.lopez@example.com,+919940133638,Kolkata,West Bengal,,,2844
CUST00112,Matthew,Cruz,matthew.cruz@example.com,+916173639362,Bangalore,Tamil Nadu,india,2022-11-19,
CUST00113,Daniel,Osborne,daniel.osborne@example.com,+916775135981,Mumbai,Karnataka,INDIA,09/11/2020,
CUST00114,Andrea,Williams,andrea.williams@example.com,+919015435141,Bangalore,Tamil Nadu,india,,4751
CUST00115,Denise,Jackson,denise.jackson@example.com,+919801435791,Delhi,Karnataka,,,
CUST00116,Lisa,Roberts,lisa.roberts@example.com,+916108301668,Kolkata,Maharashtra,India,02/09/2021,
CUST00117,Wanda,Mata,wanda.mata@example.com,+919875361210,Mumbai,Tamil Nadu,,2025-01-21,
CUST00118,Kevin,Romero,kevin.romero@example.com,+917773666242,Delhi,Delhi,india,2024-08-20,
CUST00119,,Perez,cindy.perez@example.com,+917444049183,Hyderabad,West Bengal,INDIA,,4287
CUST00120,Elizabeth,Newman,elizabeth.newman@example.com,+917817163324,Chennai,West Bengal,India,,
CUST00121,Ryan,Cook,ryan.cook@example.com,+918440606395,Pune,Telangana,india,28/01/2022,1976
CUST00122,Dean,Alexander,dean.alexander@example.com,+917622450949,,,,,
CUST00123,Linda,Johnson,linda.johnson@example.com,+919514888872,Kolkata,Telangana,,,
CUST00124,Tammy,Manning,tammy.manning@example.com,+918288105144,,Delhi,india,2023-07-20,1163
CUST00125,Brady,Keller,brady.keller@example.com,+919685119953,Hyderabad,Tamil Nadu,,2022-07-19,
CUST00126,Gregory,Bell,gregory.bell@example.com,+917015991940,Mumbai,Maharashtra,india,06/11/2020,
CUST00127,Anna,Mcfarland,anna.mcfarland@example.com,+919892010900,Bangalore,Maharashtra,,03/01/2024,
CUST00128,Ashley,Reyes,ashley.reyes@example.com,+919853659110,Pune,Delhi,india,2020-11-25,1808
CUST00129,Jeffrey,Garner,jeffrey.garner@example.com,+918580590362,Hyderabad,Telangana,india,2021-09-01,3326
CUST00130,Kristie,Crawford,kristie.crawford@example.com,+916432289309,Mumbai,Maharashtra,,2023-07-16,
CUST00131,Joseph,Thompson,joseph.thompson@example.com,+919885480504,Hyderabad,Tamil Nadu,,13/03/2022,4761
CUST00132,Jacqueline,Smith,jacqueline.smith@example.com,+919710234268,Mumbai,Karnataka,INDIA,2023-12-13,280
CUST00133,Melissa,Mendoza,melissa.mendoza@example.com,+916297422014,Chennai,Karnataka,India,15/08/2020,
CUST00134,,Martinez,kristen.martinez@example.com,+917380451339,Delhi,Tamil Nadu,india,,
CUST00135,John,Pineda,john.pineda@example.com,+916543325684,Delhi,Tamil Nadu,india,30/05/2022,
CUST00136,James,Burnett,james.burnett@example.com,+916597009172,Delhi,,india,,
CUST00137,Michael,Martinez,michael.martinez@example.com,+919280132221,Kolkata,Karnataka,india,,843
CUST00138,Melissa,Montgomery,melissa.montgomeryexample.com,+919164511234,Delhi,Telangana,india,03/09/2023,4926
CUST00139,Robert,Garcia,robert.garcia@example.com ,+916978657649,,Tamil Nadu,India,10/01/2025,
CUST00140,Karen,Taylor,karen.taylor@example.com,+916623599311,Bangalore,Delhi,,2021-12-13,4924
CUST00141,Jill,Mcmahon,jill.mcmahon@example.com,+918725862302,Delhi,Tamil Nadu,India,06/12/2022,
CUST00142,Brenda,Carr,brenda.carr@example.com,+919860138439,,Delhi,india,,4277
CUST00143,Joy,Gonzalez,joy.gonzalez@example.com ,+919639927532,Pune,Maharashtra,india,2021-06-19,4363
CUST00144,Jessica,Scott,jessica.scott@example.com,+919152073685,Hyderabad,Karnataka,INDIA,2022-12-17,
CUST00145,Joseph,Walker,joseph.walker@example.com,+919074542151,Pune,Telangana,,07/03/2021,
CUST00146,,Smith,margaret.smith@example.com,+916712887874,Chennai,West Bengal,india,09/09/2020,
CUST00147,Jason,Taylor,jason.taylor@example.com,,Mumbai,Karnataka,,2021-03-05,
CUST00148,Willie,Gray,willie.gray@example.com,+917814070250,,Karnataka,India,01/10/2020,3672
CUST00149,Lindsey,Miles,lindsey.milesexample.com,+917407409507,,Karnataka,India,,1846
CUST00150,Philip,Mcmahon,philip.mcmahon@example.com ,,Delhi,,india,24/07/2022,
CUST00151,,Bell,alan.bell@example.com,+919630146746,Kolkata,Maharashtra,india,,
CUST00152,Lindsay,Levy,lindsay.levyexample.com,+918823590262,Pune,Karnataka,INDIA,03/11/2024,
CUST00153,,Bradford,christopher.bradford@example.com,+916314589420,Hyderabad,Telangana,india,2023-01-07,
CUST00154,Victoria,Brown,victoria.brown@example.com,+918564963864,,,India,18/04/2025,494
CUST00155,Amy,Collins,amy.collins@example.com,+918339086716,Hyderabad,Telangana,INDIA,,4341
CUST00156,Robert,Miller,robert.miller@example.com,+917896321871,,,INDIA,2025-05-07,1939
CUST00157,Brian,Hensley,brian.hensley@example.com,+916306403923,Bangalore,Delhi,India,,
CUST00158,Richard,Young,richard.young@example.com,+919210148708,Chennai,Maharashtra,india,,
CUST00159,Ana,Banks,ana.banks@example.com,+919414788936,Kolkata,Karnataka,india,04/02/2021,
CUST00160,Mary,Delgado,mary.delgado@example.com,+918538822686,Hyderabad,Maharashtra,india,,
CUST00161,Ashley,Mccarthy,ashley.mccarthy@example.com,+916885252370,Delhi,Delhi,INDIA,2025-04-13,
CUST00162,Brandon,Thomas,brandon.thomas@example.com,+917290402145,Delhi,Karnataka,INDIA,10/05/2025,
CUST00163,Kimberly,Combs,kimberly.combs@example.com,+918768150644,Bangalore,Telangana,India,,1253
CUST00164,James,Hartman,james.hartman@example.com,+919796409397,Bangalore,Delhi,INDIA,27/10/2022,1853
CUST00165,Cassandra,Williams,cassandra.williams@example.com,+917722027408,Bangalore,,,2023-01-15,
CUST00166,Mark,Steele,mark.steeleexample.com,+918519025230,Chennai,Karnataka,,2022-08-19,
CUST00167,Stephanie,Mann,stephanie.mannexample.com,+919643476454,Delhi,Maharashtra,INDIA,2024-06-25,
CUST00168,Andrew,Mayo,andrew.mayo@example.com,+918192233156,Chennai,Maharashtra,India,2022-12-05,3259
CUST00169,Elizabeth,Thompson,elizabeth.thompson@example.com,+918412524974,Mumbai,Tamil Nadu,India,,693
CUST00170,Donna,Perkins,donna.perkins@example.com,+918067093141,Pune,Maharashtra,INDIA,,
CUST00171,Barbara,Solomon,barbara.solomon@example.com,+917594830712,Bangalore,West Bengal,,24/06/2022,
CUST00172,Michael,Shaffer,michael.shaffer@example.com,+916855930225,Hyderabad,,,,
CUST00173,Karen,King,karen.king@example.com,+919486580435,Pune,Tamil Nadu,India,,4409
CUST00174,David,Farrell,david.farrell@example.com ,+916837877322,Hyderabad,West Bengal,india,14/05/2025,
CUST00175,Antonio,Hester,antonio.hester@example.com,+916901599202,Mumbai,Karnataka,india,,
CUST00176,Traci,Ortega,traci.ortega@example.com,+919682301616,Delhi,Karnataka,india,27/07/2023,
CUST00177,Meghan,Porter,meghan.porter@example.com,+916757715203,Pune,Karnataka,india,2024-09-16,4818
CUST00178,Tammy,Robinson,tammy.robinson@example.com,+918771305370,Pune,Telangana,India,01/03/2021,
CUST00179,Sherry,Fuller,sherry.fuller@example.com,+918261847454,Bangalore,Maharashtra,,,4955
CUST00180,Matthew,Hughes,matthew.hughes@example.com,+918932737494,Pune,Telangana,India,,
CUST00181,Debra,Long,debra.long@example.com,+917151680553,Kolkata,Delhi,INDIA,,
CUST00182,Sandra,Hoover,sandra.hoover@example.com,+919092093273,Mumbai,,,2023-08-23,4895
CUST00183,Kenneth,Flores,kenneth.flores@example.com,+916870863947,,,,2024-08-01,
CUST00184,Monique,Cunningham,monique.cunningham@example.com,+918189249204,Chennai,,India,,
CUST00185,Danielle,Guerrero,danielle.guerrero@example.com,+919822563036,Pune,Delhi,India,,1169
CUST00186,William,Nichols,william.nichols@example.com,+918767244133,Mumbai,Maharashtra,INDIA,2022-06-12,
CUST00187,Mackenzie,Fitzpatrick,mackenzie.fitzpatrick@example.com,+918433414702,Pune,Maharashtra,,,
CUST00188,Noah,Mathews,noah.mathews@example.com,+916825658793,,,,03/04/2021,
CUST00189,Brittney,Norris,brittney.norris@example.com,+917183531625,Mumbai,,,,
CUST00190,Karen,Lowery,karen.lowery@example.com,+916664501184,Hyderabad,Telangana,india,14/02/2025,2209
CUST00191,Daniel,Jackson,daniel.jackson@example.com,+918475195055,,Tamil Nadu,,,
CUST00192,Michelle,Hamilton,michelle.hamilton@example.com,+917256736819,Bangalore,Telangana,india,,3822
CUST00193,Chelsea,Caldwell,chelsea.caldwell@example.com,+919351199092,,,India,25/06/2024,1833
CUST00194,John,Oconnor,john.oconnorexample.com,+917492883825,Bangalore,West Bengal,India,2024-03-19,2392
CUST00195,,Chan,jacob.chan@example.com,+918540309179,Chennai,Karnataka,INDIA,2022-07-28,
CUST00196,Cynthia,Higgins,cynthia.higgins@example.com,+919670722297,Delhi,West Bengal,INDIA,2023-12-27,726
CUST00197,Jerry,Allison,jerry.allison@example.com,+918548092188,Bangalore,Karnataka,india,14/03/2021,
CUST00198,Katherine,Beltran,katherine.beltran@example.com,+918455655357,,West Bengal,India,21/03/2025,258
CUST00199,Christopher,Perez,christopher.perez@example.com ,+918021058008,Delhi,Delhi,,,
CUST00200,Scott,,scott.kelly@example.com,+916334101575,Bangalore,Karnataka,INDIA,2023-09-23,1684
CUST00201,Margaret,Kane,margaret.kane@example.com,+917980966893,Bangalore,Telangana,,2020-12-24,4086
CUST00202,Alexis,Thompson,alexis.thompson@example.com,+917955694089,Bangalore,Karnataka,India,19/07/2021,3462
CUST00203,Frank,Gonzalez,frank.gonzalez@example.com,+918257871742,Delhi,West Bengal,INDIA,2023-09-12,1784
CUST00204,Timothy,Marshall,timothy.marshall@example.com,+916704203383,Chennai,Telangana,India,,
CUST00205,Lisa,Warren,lisa.warren@example.com,+917482587798,Delhi,Maharashtra,,,3928
CUST00206,Anthony,Mccall,anthony.mccall@example.com,+918801085599,Kolkata,Karnataka,India,13/09/2022,
CUST00207,Tony,Perkins,tony.perkins@example.com,+916949842733,Hyderabad,Telangana,India,,
CUST00208,Andrew,Miller,andrew.miller@example.com,+918751478004,,,INDIA,,
CUST00209,Heather,Martin,heather.martin@example.com,+919821895129,,,,05/08/2022,
CUST00210,Bobby,Benton,bobby.benton@example.com,+918509561348,Pune,,,2024-01-26,1792
CUST00211,Donald,Andrews,donald.andrews@example.com,+916661671219,Delhi,Telangana,,31/08/2020,2933
CUST00212,Morgan,Watson,morgan.watson@example.com,+919197739385,Mumbai,Karnataka,India,2022-12-18,
CUST00213,Leonard,Campbell,leonard.campbell@example.com,+919468263162,Chennai,Karnataka,INDIA,19/10/2020,
CUST00214,Aaron,Allen,aaron.allenexample.com,+919584062317,,Delhi,,2024-01-13,1750
CUST00215,Calvin,Ryan,calvin.ryan@example.com,+917850535533,Mumbai,West Bengal,INDIA,29/09/2022,
CUST00216,Robert,Mathis,robert.mathis@example.com,+917749344069,Delhi,Maharashtra,india,19/03/2023,555
CUST00217,Timothy,Love,timothy.love@example.com,+917231297212,Delhi,,INDIA,,4173
CUST00218,,Allison,brittany.allison@example.com,+916897925081,Pune,,,2022-11-10,
CUST00219,Mike,Bowen,mike.bowen@example.com,+918010631799,Delhi,Delhi,India,,3974
CUST00220,Samuel,Lee,samuel.lee@example.com,+919431964925,Kolkata,Karnataka,,,3677
CUST00221,Brian,Dean,brian.dean@example.com,+917825715209,Kolkata,Telangana,,,
CUST00222,Daniel,Garcia,daniel.garcia@example.com,+918182304803,Mumbai,Maharashtra,,17/04/2023,
CUST00223,Joshua,Taylor,joshua.taylorexample.com,+916911045266,Mumbai,,,2020-09-04,
CUST00224,Yesenia,Keller,yesenia.keller@example.com,+916133568109,Bangalore,Telangana,INDIA,2024-05-16,2070
CUST00225,Michael,Santiago,michael.santiago@example.com,+918844225757,Bangalore,Karnataka,,2020-11-13,1945
CUST00226,Jennifer,Parks,jennifer.parks@example.com,+916569690948,,Delhi,india,,
CUST00227,Michael,Ochoa,michael.ochoa@example.com,+916428121559,,Delhi,INDIA,,2912
CUST00228,David,Graham,david.graham@example.com,+918177816223,,,INDIA,2021-04-06,391
CUST00229,Brian,Buckley,brian.buckley@example.com,+919775428399,Delhi,,,21/10/2020,2117
CUST00230,,May,terri.may@example.com,+917252765283,Pune,Karnataka,india,,
CUST00231,Matthew,Porter,matthew.porter@example.com,+918711848453,Chennai,Karnataka,India,06/10/2022,
CUST00232,Carla,Barnes,carla.barnes@example.com,+918786079325,Pune,Delhi,INDIA,,
CUST00233,Matthew,Hicks,matthew.hicks@example.com,+918685981890,Chennai,West Bengal,india,06/12/2021,2926
CUST00234,Victoria,Roman,victoria.roman@example.com,+918427403750,Pune,,india,,
CUST00235,Eric,Shields,eric.shields@example.com,+918556457649,,Delhi,INDIA,2022-12-25,
CUST00236,Cody,Mitchell,cody.mitchell@example.com,+918643420174,Pune,Telangana,,10/10/2023,1224
CUST00237,Jacob,King,jacob.king@example.com,+918116443310,Hyderabad,Maharashtra,india,,
CUST00238,Theodore,Warren,theodore.warren@example.com,+917406508137,Mumbai,Maharashtra,india,25/02/2023,
CUST00239,Teresa,Lawson,teresa.lawson@example.com,+916144270338,Delhi,Karnataka,INDIA,,229
CUST00240,Nicholas,Jones,nicholas.jones@example.com,+917313022764,,West Bengal,INDIA,2021-05-19,1857
CUST00241,Timothy,Stevens,timothy.stevens@example.com,+917969275581,Delhi,,India,2022-05-14,736
CUST00242,James,Torres,james.torres@example.com,+916271163073,Delhi,,,,
CUST00243,Virginia,,virginia.garcia@example.com,+916975555710,Delhi,West Bengal,INDIA,07/11/2024,
CUST00244,,Daniels,mary.daniels@example.com,+917003755960,Mumbai,Maharashtra,india,,3173
CUST00245,Joan,Chandler,joan.chandler@example.com,+919171130421,Kolkata,Tamil Nadu,India,25/01/2022,
CUST00246,Leonard,Zuniga,leonard.zuniga@example.com,+916944857295,Hyderabad,Tamil Nadu,INDIA,2022-04-11,4837
CUST00247,Lauren,Nelson,lauren.nelson@example.com,,Chennai,Delhi,india,07/06/2024,1058
CUST00248,Kelly,Lewis,kelly.lewis@example.com,+919764706416,Bangalore,Tamil Nadu,india,18/09/2021,
CUST00249,,Summers,megan.summers@example.com,+916198278277,Kolkata,Telangana,INDIA,,1846
CUST00250,Anthony,Avila,anthony.avila@example.com,+916186778593,,Tamil Nadu,india,19/05/2025,
CUST00251,Tim,Gonzalez,tim.gonzalez@example.com,+918972207289,Hyderabad,,INDIA,2024-12-14,
CUST00252,Robert,Porter,robert.porter@example.com,+919500321790,Chennai,Tamil Nadu,,12/06/2021,
CUST00253,Bradley,Washington,bradley.washington@example.com,+918620059055,Chennai,Tamil Nadu,,2022-07-04,
CUST00254,Olivia,Stephens,olivia.stephens@example.com,+919573357652,Mumbai,West Bengal,,2020-08-25,
CUST00255,Walter,Robinson,walter.robinson@example.com,+919903897960,Delhi,Tamil Nadu,India,13/09/2021,
CUST00256,Kevin,Arellano,kevin.arellano@example.com ,+917949215730,,West Bengal,India,18/08/2021,
CUST00257,Amber,Wilson,amber.wilson@example.com ,+918533280501,Bangalore,Karnataka,India,,
CUST00258,Paul,Hernandez,paul.hernandezexample.com,+916861524512,Chennai,Maharashtra,INDIA,30/08/2023,
CUST00259,Sherry,Adams,sherry.adams@example.com,+919068686587,Bangalore,,INDIA,14/03/2025,1215
CUST00260,Kaitlyn,Bradley,kaitlyn.bradley@example.com,+918826763253,Mumbai,,INDIA,2021-12-16,
CUST00261,Rachel,Meyer,rachel.meyer@example.com,+918760147102,,,India,24/06/2025,
CUST00262,Patricia,Chavez,patricia.chavez@example.com,+919069047099,Mumbai,,,,1518
CUST00263,Kathleen,Williams,kathleen.williams@example.com,+919794206955,Delhi,,India,2024-07-16,
CUST00264,Natalie,Gray,natalie.gray@example.com ,+917164731381,Kolkata,Tamil Nadu,india,2021-10-22,797
CUST00265,Amy,Keith,amy.keith@example.com,+919782386620,Delhi,Tamil Nadu,INDIA,2024-02-16,
CUST00266,Joshua,Garcia,joshua.garcia@example.com,+916491495380,Pune,Karnataka,INDIA,2022-10-09,
CUST00267,Cynthia,Costa,cynthia.costa@example.com,+919016785521,Delhi,Maharashtra,,,4372
